APTB_ID,APTB_TABLE_PREFIX,APTB_TABLE_ID,LICENCE_NO,APTB_DESCRIPTION,APTB_CATEGORY,APTB_TEXT,APTB_ITEM
638250080,LI,943624,9942992/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638250084,LI,943633,9942997/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638250155,LI,962036,9958377/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638250230,LI,963014,9970613/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638250231,LI,963014,9970613/1,,ADVNOTE,The antenna(s) recorded on this licence does not meet the minimum performance requirements specified in ACMA policy documents. The licensee may be required to change the antenna if any harmful interference occurs.,
638250238,LI,963039,9970626/1,,ADVNOTE,The antenna(s) recorded on this licence does not meet the minimum performance requirements specified in ACMA policy documents. The licensee may be required to change the antenna if any harmful interference occurs.,
638250239,LI,963039,9970626/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638250274,LI,971745,9979229/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638250337,LI,964725,9970713/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638250338,LI,964725,9970713/1,,ADVNOTE,The antenna(s) recorded on this licence does not meet the minimum performance requirements specified in ACMA policy documents. The licensee may be required to change the antenna if any harmful interference occurs.,
638250391,LI,963095,9967314/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638250416,LI,964692,9970698/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638250417,LI,964692,9970698/1,,ADVNOTE,The antenna(s) recorded on this licence does not meet the minimum performance requirements specified in ACMA policy documents. The licensee may be required to change the antenna if any harmful interference occurs.,
638250440,LI,961093,9955659/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638250495,LI,959889,1427199/2,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638250774,LI,970506,9977998/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638250778,LI,957552,9947778/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638250903,LI,1001263,1142613/1,Responsibility of licensee to advertise in newspaper before commencement of a broadcasting or narrowcasting service.  Use instead of NA.,SPCOND,"The licensee, or any authorised person, is required to place advertisements in newspapers circulating within the licence area of the licence at least seven days before the commencement of transmissions. The advertisement should state that members of the public should contact the licensee, or authorised person, if the broadcast causes interference to other radiocommunications. The advertisement must detail the date and the time of the commencement of transmissions, the frequency being used and the appropriate person's contact details, including the address and telephone number of the person responsible for the transmissions.",KC
